Response,Explanatory1,Explanatory2,Explanatory3,Explanatory4,Explanatory5,Explanatory6,Explanatory7,Explanatory8,Explanatory9,Explanatory10,Explanatory11,Explanatory12,Explanatory13,Explanatory14,Explanatory15,Explanatory16,Explanatory17
-116.788,21.313,-199.334,44.432,-162.523,51.251,43.752,20.282,-90.969,19.714,200.863,-144.249,-176.231,21.883,-12.539,-186.221,92.184,-85.447
-137.963,-58.307,-199.233,75.755,-145.211,89.703,29.111,17.058,-82.305,-4.611,207.981,-87.233,-167.946,40.82,3.771,-195.588,96.857,-80.811
-139.74,-29.776,-200.915,68.474,-186.868,81.015,59.927,19.109,-77.148,10.583,192.883,-45.582,-174.587,16.081,-44.204,-166.877,88.937,-76.811
-116.867,-40.746,-199.056,13.568,-169.689,75.521,31.494,22.027,-84.757,-4.435,192.848,-124.933,-155.701,24.706,-20.642,-190.981,100.468,-142.656
-123.448,-34.698,-198.483,17.466,-157.164,94.09,23.417,8.243,-85.295,12.118,208.518,-101.798,-178.278,38.169,-31.322,-218.604,95.406,-124.412
-137.76,7.159,-199.537,120.346,-147.963,54.374,33.043,3.038,-79.17,13.967,204.3,-52.786,-174.978,24.348,-74.259,-187.961,91.862,-118.454
-127.837,-47.54,-199.518,-9.161,-117.146,39.162,41.043,3.504,-79.14,46.125,188.893,-117.752,-170.306,33.288,-48.712,-196.984,100.209,-84.885
-121.988,-34.9,-201.543,76.859,-135.317,61.706,53.406,27.341,-82.223,-90.595,194.72,-114.538,-174.728,28.648,-51.239,-192.146,89.246,-91.576
-154.652,1.895,-199.666,40.598,-141.175,53.352,37.458,27.042,-82.882,-36.141,191.984,-117.62,-159.207,40.613,-72.82,-153.328,88.023,-113.599
-110.25,-39.351,-199.812,-11.24,-146.738,58.422,43.821,9.627,-82.937,2.663,189.961,-105.324,-156.407,30.164,-72.675,-226.57,104.915,-37.124
-126.269,-34.523,-199.342,86.776,-107.529,66.238,49.386,18.63,-86.258,-44.319,179.07,-79.942,-161.274,28.304,-86.294,-227.694,94.861,-123.241
-150.469,-87.612,-199.274,44.978,-121.107,49.775,43.092,-10.35,-80.177,5.939,186.004,-103.827,-173.218,35.248,-53.906,-227.695,93.395,-63.347
-136.999,-12.765,-200.017,26.501,-165.165,83.125,53.464,-14.785,-79.15,-16.348,205.174,-166.073,-154.364,35.195,28.883,-213.453,94.68,-75.863
-118.821,-37.47,-198.565,38.892,-131.34,80.712,39.702,3.723,-89.263,21.798,199.117,-71.141,-145.882,24.836,-30.362,-198.84,85.013,-143.985
-121.962,-9.543,-199.395,35.85,-144.622,72.349,27.236,5.057,-87.157,-87.532,200.797,-157.036,-154.581,31.871,-47.12,-198.657,94.279,-139.158
-134.224,-48.632,-199.531,92.411,-194.87,97.82,54.495,3.215,-77.381,-13.134,190.618,-77.092,-144.769,22.373,-47.842,-201.662,99.277,-137.003
-138.254,-35.817,-200.69,73.676,-186.606,72.141,44.67,12.883,-74.921,-34.836,197.673,-63.565,-163.468,26.557,-49.608,-137.431,92.756,-64.704
-130.287,-8.191,-200.926,74.98,-168.475,71.588,25.76,33.653,-80.022,14.151,181.708,-42.347,-171.656,33.074,-33.218,-219.606,99.836,-167.142
-116.118,-70.336,-199.575,131.032,-171.375,86.274,36.003,14.157,-77.322,61.642,190.361,-165.017,-168.799,28.581,-11.64,-238.51,85.886,-161.607
-127.952,-56.436,-199.493,79.561,-139.752,68.513,45.266,22.442,-88.6,-1.317,198.94,-69.22,-158.877,39.375,-74.081,-230.964,91.471,-54.738
-99.093,11.074,-199.13,81.436,-168.876,103.413,38.118,31.229,-82.323,19.226,214.266,-91.605,-143.702,23.316,16.132,-147.481,92.919,-134.905
-124.715,-46.686,-200.299,60.5,-151.259,87.947,43.908,5.311,-89.005,34.541,205.53,-26.622,-159.486,25.379,-60.036,-178.332,97.261,-68.531
-121.455,-4.536,-200.765,70.574,-178.855,81.058,68.672,5.981,-90.114,0.956,195.209,-61.257,-161.475,17.424,-110.748,-199.902,92.886,-116.021
-125.262,-4.615,-199.052,105.024,-148.832,88.282,48.156,-1.021,-77.405,-41.53,193.9,-134.316,-171.842,27.969,10.242,-219.651,90.411,-121.946
-112.94,6.718,-199.165,60.218,-157.742,98.004,41.516,17.72,-82.927,-9.145,195.935,-85.491,-161.716,36.378,-32.396,-217.323,103.709,-131.438
-121.147,-2.208,-198.986,83.086,-124.426,61.506,45.584,-0.325,-80.947,29.39,215.636,-64.904,-158.292,42.523,-11.424,-242.379,91.477,-127.34
-132.445,-59.199,-197.551,61.982,-191.052,63.727,40.361,-3.547,-85.564,18.019,182.157,-114.571,-158.405,31.514,16.525,-197.107,95.618,-106.424
-145.74,-38.353,-200.253,11.0,-151.341,83.123,54.513,30.595,-87.912,40.772,186.998,-88.568,-148.011,15.699,-18.619,-248.181,102.109,-62.945
-136.721,-36.492,-199.369,104.683,-184.375,59.571,50.901,19.668,-87.734,0.132,220.469,-124.966,-183.846,33.357,-34.491,-212.007,99.72,-147.539
-149.173,-12.841,-200.067,80.455,-152.748,76.104,37.738,12.5,-88.314,-35.188,205.887,-99.009,-166.101,34.105,10.227,-179.78,92.142,-109.585
-118.333,-45.102,-198.318,106.67,-158.517,73.811,61.066,14.701,-92.095,9.808,192.65,-77.48,-168.586,28.638,-59.325,-185.118,92.582,-102.807
-121.672,7.423,-199.393,74.078,-163.741,32.128,44.975,43.415,-91.019,-60.299,200.282,-28.517,-158.408,22.403,-1.294,-199.045,95.178,-122.757
-133.104,3.313,-199.533,38.766,-151.228,73.534,57.535,13.654,-87.775,-0.063,208.011,-64.92,-172.578,32.076,-59.024,-201.242,93.422,-144.026
-142.906,4.408,-197.425,64.206,-180.298,69.541,43.518,15.68,-86.561,18.566,188.839,-110.317,-161.328,22.82,-35.116,-219.386,83.525,-90.454
-140.022,-79.542,-199.964,65.149,-182.713,88.377,49.614,-13.559,-85.933,17.774,208.679,-79.053,-147.655,27.72,-9.708,-156.757,97.638,-129.776
-135.224,-55.761,-199.789,69.62,-163.052,88.799,24.243,37.211,-86.033,-30.637,184.841,-93.736,-188.684,28.936,-71.573,-215.962,92.494,-161.723
-113.175,-31.832,-199.171,47.776,-153.015,49.495,43.34,43.334,-91.328,41.079,200.638,-77.376,-166.828,25.974,-52.301,-189.674,79.606,-39.533
-133.17,-58.734,-199.924,9.286,-112.698,103.809,51.935,24.301,-86.183,4.168,192.029,-36.116,-163.06,23.071,-47.911,-211.37,85.397,-152.897
-107.174,-36.118,-199.116,-0.51,-157.014,83.177,58.34,17.54,-80.831,-0.145,199.217,-72.698,-179.932,20.269,5.786,-158.135,94.253,-74.574
-140.31,-39.892,-199.23,72.584,-166.168,75.52,30.089,36.607,-77.936,-2.681,185.719,-86.553,-169.791,21.41,-26.489,-171.819,94.362,-127.258
-136.732,-2.54,-198.463,59.98,-162.301,76.856,43.852,15.892,-82.385,-13.909,180.375,-68.995,-168.725,26.006,-48.237,-186.718,91.366,-151.161
-145.313,-39.846,-199.685,83.604,-151.52,52.287,36.46,-3.036,-86.717,6.846,200.493,-87.041,-175.0,9.902,-92.388,-207.031,90.36,-134.025
-155.207,-12.609,-199.216,84.25,-120.918,82.061,35.929,17.533,-76.722,-32.871,194.11,-105.707,-172.75,22.586,-3.285,-219.167,91.847,-140.521
-117.18,-76.483,-199.13,21.622,-190.971,82.513,41.338,19.242,-88.845,-29.454,214.448,-87.08,-176.054,27.262,-17.977,-228.666,89.621,-107.05
-114.982,-17.771,-199.631,73.714,-142.727,96.453,35.024,29.277,-81.127,54.149,201.001,-177.692,-173.466,30.56,-16.975,-236.219,100.21,-110.797
-141.651,-68.156,-198.21,60.523,-163.108,57.98,17.88,3.442,-71.545,4.169,198.085,-93.501,-191.052,33.393,2.104,-194.577,97.751,-135.896
-132.27,-44.368,-199.998,7.72,-157.253,78.656,56.909,25.759,-83.393,8.583,190.45,-86.429,-169.01,30.026,-81.332,-230.544,94.119,-114.862
-151.602,-29.752,-200.143,73.06,-147.1,92.796,39.353,2.845,-83.321,-27.449,220.902,-119.917,-167.199,33.071,-61.484,-254.688,92.362,-124.591
-128.089,-58.565,-199.935,61.431,-139.513,67.178,36.327,39.82,-79.233,-34.489,193.636,-76.054,-177.269,23.107,-43.311,-169.33,88.065,-108.829
-126.395,-3.458,-199.256,39.383,-189.282,60.672,31.261,18.297,-89.264,-24.626,204.124,-141.82,-152.125,25.753,-46.989,-178.047,88.058,-121.343
-117.915,44.644,-197.978,56.731,-137.375,73.974,42.23,19.928,-92.01,6.821,186.125,-120.069,-170.099,37.458,-76.117,-231.194,91.695,-112.271
-150.472,8.806,-199.958,75.507,-189.528,62.604,40.269,16.095,-89.274,-3.15,184.649,-77.927,-170.373,14.641,-3.611,-205.816,89.484,-105.004
-123.878,-61.848,-197.846,57.957,-143.905,75.007,29.267,9.999,-84.011,15.056,207.01,-89.239,-154.767,31.356,19.916,-195.887,93.945,-73.923
-152.93,-30.75,-200.811,92.572,-152.717,58.83,55.732,35.983,-90.184,-14.183,224.959,-88.153,-152.686,28.973,-89.955,-156.811,102.594,-142.102
-135.573,-44.359,-201.261,-27.273,-149.14,68.588,66.153,37.115,-82.868,-38.782,175.359,-56.184,-183.681,31.271,-44.198,-185.478,95.429,-102.631
-117.89,-8.49,-199.886,88.966,-152.042,74.655,20.812,17.427,-80.934,-33.411,202.86,-118.416,-168.007,19.145,-39.091,-203.615,90.297,-94.017
-143.92,-63.097,-199.812,79.148,-154.837,74.051,61.965,46.784,-76.27,44.342,192.768,-106.296,-175.735,26.473,1.394,-204.697,90.839,-100.068
-114.643,0.264,-200.34,42.722,-154.365,77.977,57.456,21.377,-85.491,-13.87,189.91,-115.729,-172.976,24.204,75.729,-221.319,91.176,-130.71
-131.23,-14.014,-199.605,33.317,-147.748,70.378,51.274,18.392,-87.894,-31.813,193.048,-113.898,-169.53,21.774,-71.987,-216.958,103.595,-120.318
-148.573,6.163,-199.784,24.203,-150.458,68.475,52.371,37.073,-89.525,19.237,193.772,-64.355,-141.992,40.13,-39.274,-231.111,98.706,-96.782
-125.29,-27.393,-198.619,34.613,-137.543,81.83,37.742,0.108,-87.512,41.011,194.361,-32.98,-187.207,32.471,-52.32,-191.61,88.119,-89.817
-132.866,-21.312,-197.667,25.011,-128.488,66.129,40.298,5.315,-77.863,-26.075,225.384,-23.007,-162.277,36.851,-83.062,-192.689,94.652,-58.48
-110.884,40.535,-199.574,28.392,-153.818,66.219,30.559,16.764,-91.14,-6.473,198.841,-67.142,-161.678,21.863,-3.7,-159.408,87.879,-109.21
-145.727,-25.157,-198.712,29.518,-140.348,98.915,59.781,27.494,-82.15,-19.313,201.741,-121.478,-152.864,23.714,36.525,-136.372,97.577,-170.616
-115.454,-46.36,-199.94,83.679,-141.971,56.454,56.886,23.602,-84.74,-38.645,203.797,-71.242,-159.803,27.57,-24.941,-198.408,95.905,-151.485
-143.598,-31.825,-199.14,85.971,-169.611,62.465,55.184,10.79,-91.594,-6.203,195.797,-77.471,-166.597,26.896,56.091,-230.805,94.047,-183.537
-120.511,-5.909,-200.639,92.956,-153.009,67.419,41.703,19.461,-82.868,0.157,201.307,-173.889,-170.273,28.637,-98.56,-166.045,93.384,-150.798
-123.379,-15.231,-199.904,42.036,-193.877,77.864,54.085,-4.954,-93.476,-19.571,191.758,-67.665,-160.697,29.398,-54.081,-201.026,96.619,-88.085
-147.699,-31.253,-199.931,38.929,-142.324,72.415,53.417,10.238,-86.368,-25.676,186.809,-172.599,-158.442,22.797,4.175,-172.268,93.623,-151.161
-118.224,-2.448,-200.067,5.907,-159.122,91.601,42.413,19.745,-85.29,-55.941,206.485,-124.816,-174.014,29.88,-23.569,-195.091,91.859,-181.624
-144.163,-26.023,-199.463,54.636,-180.606,83.553,33.467,29.533,-90.514,-0.994,210.806,-59.95,-174.295,17.786,-52.031,-224.116,95.246,-114.528
-124.052,-34.421,-199.695,43.152,-140.294,79.656,47.229,46.806,-85.09,-47.671,186.292,-75.152,-186.964,17.23,1.892,-137.417,81.873,-131.637
-126.92,-8.763,-198.472,37.696,-145.671,54.411,33.279,20.474,-83.206,3.336,200.209,-72.656,-175.781,35.828,-69.972,-163.359,85.989,-73.94
-146.414,15.672,-198.565,87.403,-184.864,58.726,38.998,40.109,-76.949,-46.451,192.622,-66.183,-157.07,26.119,-73.668,-220.091,95.523,-119.128
-132.707,14.565,-199.519,33.498,-156.113,77.637,53.576,16.525,-83.974,-19.227,179.715,-135.435,-189.556,27.584,-1.741,-181.844,89.936,-102.334
-117.564,-36.179,-200.478,-5.747,-144.069,53.081,49.096,33.559,-73.975,-7.247,186.686,-70.131,-161.148,28.824,7.023,-201.44,97.169,-124.937
-117.188,-16.62,-198.06,89.644,-134.709,63.118,45.078,9.982,-78.858,24.869,198.64,-100.664,-152.58,24.943,-15.624,-183.547,86.527,-136.317
-141.762,-55.058,-198.977,84.773,-177.595,57.524,42.2,-1.121,-88.396,-34.481,168.705,-54.699,-178.325,32.408,-70.503,-231.997,94.118,-112.941
-125.178,-61.15,-199.272,95.75,-159.674,60.436,50.518,9.796,-88.352,-14.135,197.448,-104.039,-161.907,21.524,-11.606,-203.418,101.793,-113.359
-141.118,-43.684,-199.784,48.012,-148.228,92.869,27.4,8.54,-83.26,-59.567,187.425,-47.833,-178.152,31.482,15.852,-178.026,109.06,-92.603
-133.426,-29.428,-200.46,6.84,-159.39,63.94,36.455,2.131,-87.708,-52.887,213.13,-83.726,-152.836,35.234,-56.674,-187.203,82.734,-75.607
-119.975,-6.609,-197.78,38.261,-143.933,81.877,65.447,19.934,-74.17,37.249,192.103,-16.928,-180.338,17.884,-31.53,-185.145,95.892,-86.862
-123.598,-3.51,-198.728,42.593,-156.988,95.472,39.144,16.83,-90.632,4.67,191.718,7.508,-156.288,19.323,-19.261,-218.558,91.527,-142.24
-133.886,-44.593,-199.737,92.416,-112.668,97.286,49.457,24.319,-90.018,5.649,193.601,-67.939,-169.081,27.162,-69.518,-203.7,84.031,-144.424
-117.429,-21.79,-199.907,57.317,-165.305,67.981,36.225,-15.548,-78.75,-15.072,200.116,-63.815,-162.53,28.305,-71.619,-241.606,88.001,-118.966
-148.498,-49.179,-199.173,159.808,-176.053,93.809,46.833,8.097,-91.256,10.252,203.112,-110.817,-167.402,19.879,-74.364,-191.93,94.42,-98.957
-140.215,-19.078,-198.704,142.646,-165.283,65.647,44.417,37.286,-78.783,11.89,199.509,-80.418,-167.629,22.596,31.714,-222.097,95.147,-125.312
-137.369,6.765,-199.777,91.059,-152.661,43.253,44.096,26.51,-77.839,-12.319,192.548,-70.72,-174.548,36.108,-13.865,-197.547,99.022,-122.4
-148.442,-53.627,-199.038,76.738,-172.543,86.254,43.622,9.692,-77.374,-33.451,190.21,-53.989,-147.98,17.586,-71.866,-207.048,96.662,-79.879
-132.374,-16.299,-200.243,65.205,-153.242,71.929,31.111,2.135,-84.134,-31.641,188.887,-140.737,-155.906,29.923,-39.179,-234.698,100.566,-122.132
-138.983,-0.291,-198.731,13.862,-161.506,88.864,59.481,51.916,-82.969,-1.477,187.143,-150.179,-164.255,34.918,-76.343,-213.342,94.334,-114.623
-129.506,-30.382,-199.978,70.345,-173.231,68.666,35.89,15.419,-86.998,-18.508,188.595,-164.83,-153.107,17.839,-79.115,-212.027,96.352,-109.271
-128.888,-27.101,-199.193,99.33,-161.64,68.225,49.535,17.017,-82.65,10.398,196.553,-80.758,-176.128,30.052,-42.069,-238.054,104.928,-107.085
-135.218,-95.466,-199.009,97.123,-157.613,76.122,50.006,26.272,-80.19,-10.27,188.328,-111.383,-174.873,39.653,-31.765,-213.55,89.896,-75.077
-130.781,-23.997,-199.937,116.903,-99.485,89.014,28.335,-2.522,-73.78,-11.408,180.926,-157.995,-179.014,23.419,21.811,-238.301,87.309,-97.491
-129.387,-38.776,-199.336,19.756,-190.578,83.985,51.014,17.04,-87.964,-29.028,220.955,-143.565,-166.41,35.599,-66.053,-173.237,95.831,-147.602
-125.969,29.448,-198.892,54.425,-165.696,80.181,36.122,22.362,-80.48,-35.926,203.497,-116.748,-159.604,20.39,-26.541,-195.154,74.462,-142.374
-135.401,6.912,-199.178,22.642,-164.146,82.061,35.346,19.697,-80.45,36.556,193.111,-39.575,-177.475,22.708,-18.88,-161.272,90.538,-71.991
-139.836,1.693,-198.618,30.202,-145.53,87.121,46.559,29.863,-87.161,7.934,195.016,-105.509,-158.72,26.732,-23.528,-202.915,96.433,-117.12
-134.851,-84.371,-200.21,50.435,-134.371,75.631,37.161,9.177,-82.358,29.477,206.537,-91.0,-170.884,18.749,-52.921,-199.52,94.247,-87.956
-130.756,-54.436,-199.632,77.311,-139.627,85.015,58.266,24.758,-86.665,29.244,189.025,-72.189,-170.913,34.477,-72.393,-214.917,93.079,-66.582
-145.027,17.591,-199.733,30.786,-124.31,94.491,49.998,40.038,-83.692,-51.407,199.329,-70.575,-170.805,30.897,-70.143,-234.567,88.628,-147.443
-126.475,-37.439,-200.34,56.914,-178.14,82.551,56.55,22.814,-78.322,36.038,196.588,-54.389,-169.122,24.799,-33.816,-181.914,92.556,-116.639
-127.016,54.382,-198.194,38.07,-161.099,65.843,65.25,-0.615,-79.306,1.234,191.205,-35.289,-158.823,25.744,-1.651,-259.319,97.006,-84.172
-134.261,-16.938,-200.27,18.566,-127.928,73.954,33.888,34.768,-79.148,-18.928,204.043,-59.825,-184.702,22.447,-45.427,-179.076,94.94,-61.924
-110.889,6.496,-199.583,76.558,-133.139,75.381,64.884,30.44,-86.736,-20.574,191.211,-110.405,-180.519,16.247,-45.472,-173.983,100.006,-58.577
-134.626,-35.603,-199.145,67.364,-184.922,77.452,45.113,15.189,-77.877,24.353,212.142,-92.921,-151.819,20.237,-1.173,-210.262,95.373,-122.83
-149.59,-1.358,-198.104,68.986,-185.548,59.738,25.313,26.645,-79.297,8.696,201.938,-92.144,-175.719,32.157,-19.817,-175.868,86.084,-82.755
-124.114,-27.499,-198.878,60.312,-142.948,81.112,29.943,2.186,-87.148,15.085,202.333,-71.815,-148.701,17.372,-27.214,-197.288,89.979,-147.16
-122.754,-33.003,-199.28,130.594,-133.541,75.912,63.919,29.921,-72.453,-26.252,194.089,-112.936,-162.522,39.446,53.099,-220.723,90.569,-139.495
-121.788,-30.869,-198.878,53.881,-151.704,55.368,45.907,23.641,-81.052,20.981,205.363,-46.849,-174.576,27.423,-17.742,-213.245,95.461,-113.161
-142.376,-30.032,-199.423,49.677,-179.736,71.475,40.181,24.635,-85.188,-35.766,201.52,-101.397,-169.336,25.067,-4.172,-194.215,86.079,-89.521
-137.435,-32.189,-199.354,27.895,-114.416,71.623,39.596,4.313,-85.361,-4.061,192.723,-63.124,-154.751,27.335,6.311,-196.37,97.672,-179.417
-135.931,-21.581,-199.634,28.99,-117.516,86.357,44.379,28.891,-83.12,-8.873,186.697,-119.468,-165.483,35.324,-91.814,-220.377,92.279,-97.193
-143.345,-17.795,-199.193,72.149,-136.271,82.937,49.806,-5.065,-81.263,25.748,182.517,-90.88,-158.181,26.737,-56.101,-230.485,92.661,-83.281
-125.029,15.578,-199.123,31.312,-140.903,77.305,39.709,26.307,-87.626,-23.419,199.323,-84.88,-170.952,24.917,-27.041,-210.506,89.521,-159.682
-113.742,-5.832,-198.759,117.617,-122.256,72.394,40.21,21.5,-83.164,-51.704,184.266,-68.692,-172.457,35.546,-77.981,-177.66,85.264,-93.575
-119.586,-3.611,-200.512,44.553,-139.152,105.012,33.017,14.008,-81.415,27.591,198.061,-80.618,-160.586,24.441,-77.899,-204.453,85.885,-83.049
-124.687,-76.081,-200.191,44.186,-171.906,84.768,43.928,12.338,-83.396,-2.403,197.902,-101.526,-161.201,23.953,-47.107,-168.173,92.388,-174.058
-119.848,9.062,-200.313,104.683,-146.512,49.824,50.574,8.526,-84.665,27.624,190.104,-100.432,-170.755,33.119,-48.991,-199.666,85.665,-107.609
-130.894,-53.413,-200.406,59.602,-150.925,76.819,42.44,0.393,-87.945,-14.003,189.778,-101.422,-174.517,27.06,20.471,-222.645,90.44,-117.09
-124.381,-49.628,-199.319,27.24,-161.57,45.413,46.073,12.215,-77.037,-38.895,217.117,-101.904,-175.529,20.895,-88.747,-183.991,91.086,-164.562
-133.728,-27.112,-198.572,41.118,-165.803,50.488,45.443,13.664,-74.113,32.612,197.318,-155.725,-170.03,41.449,-12.508,-219.042,99.735,-125.249
-113.522,-28.356,-200.21,65.168,-181.209,83.401,35.419,-15.173,-84.775,34.811,193.052,-124.965,-163.651,24.841,-30.687,-212.618,88.907,-155.227
-131.814,-77.235,-199.978,110.374,-163.304,70.037,47.708,-4.976,-86.288,-40.129,198.928,-92.172,-160.462,27.114,-51.604,-184.315,95.106,-133.802
-95.294,-56.977,-199.572,80.416,-162.779,79.614,39.336,12.507,-70.054,26.224,203.638,-72.254,-162.068,38.019,1.583,-224.302,90.84,-117.692
-147.041,-7.758,-199.355,88.712,-166.166,81.068,51.67,19.003,-81.545,-2.046,185.596,-98.037,-163.673,34.067,-48.739,-175.37,83.997,-123.277
-130.035,7.62,-199.822,10.075,-193.649,77.785,41.14,17.265,-84.055,-32.745,194.555,-152.201,-187.386,35.011,-49.353,-187.533,91.807,-102.43
-131.439,-44.207,-200.038,3.628,-151.541,100.667,37.882,-9.966,-81.73,-40.368,198.104,-106.711,-154.79,31.78,-19.532,-192.722,93.938,-138.996
-148.687,0.565,-200.14,107.645,-193.227,75.076,54.272,18.705,-81.163,-43.866,205.677,-92.956,-190.72,32.441,-25.759,-264.411,98.937,-123.761
-109.708,22.036,-199.172,29.035,-136.456,85.01,49.782,23.619,-83.216,-98.838,200.349,-154.147,-180.403,22.58,-11.947,-233.755,98.461,-54.294
-141.968,-61.967,-198.533,66.363,-176.186,70.223,35.825,43.566,-77.542,7.992,180.665,-75.849,-145.636,23.146,-61.15,-159.846,80.362,-125.945
-143.464,-18.345,-199.257,27.82,-164.024,78.67,44.062,33.619,-83.446,-6.044,190.151,-47.85,-168.276,29.735,10.974,-202.723,102.454,-119.203
-126.114,-21.625,-200.464,58.328,-165.08,85.277,46.435,24.461,-81.275,-52.935,197.431,-118.601,-152.117,17.09,0.194,-263.606,84.564,-90.802
-129.846,0.532,-199.246,26.886,-154.323,79.437,46.542,15.265,-84.713,61.08,189.063,1.864,-160.832,32.539,-15.857,-235.717,98.114,-115.171
-135.462,5.469,-201.713,74.092,-136.093,34.663,43.081,42.774,-82.417,7.464,182.59,-167.455,-160.291,29.231,-31.905,-173.941,93.908,-147.663
-131.444,-9.04,-198.62,78.062,-197.52,54.848,52.583,-5.258,-83.441,-24.241,199.166,-5.576,-165.511,27.11,30.102,-217.097,95.607,-132.204
-150.51,-36.992,-200.173,81.38,-138.846,73.854,49.784,18.61,-92.025,10.809,208.761,-137.062,-164.479,26.685,-81.432,-221.053,90.239,-138.837
-105.506,-11.044,-199.929,97.123,-150.132,61.303,43.883,42.817,-81.394,-20.363,196.426,-87.945,-153.846,27.149,-32.02,-218.579,98.768,-143.471
-130.635,-7.572,-199.522,53.702,-132.861,90.774,44.075,36.685,-80.315,-6.41,190.932,-102.631,-174.324,16.317,-61.632,-200.232,102.957,-140.418
-124.123,7.846,-199.739,79.157,-157.733,103.828,44.83,1.373,-90.737,33.78,201.28,-20.11,-167.863,21.733,-67.313,-206.267,98.84,-152.485
-126.742,8.463,-199.905,141.078,-136.689,85.897,46.27,-1.221,-85.957,-21.283,179.766,-102.461,-178.609,34.59,6.04,-138.158,92.227,-95.503
-107.56,0.368,-199.956,28.398,-141.297,77.051,48.819,14.02,-82.927,41.469,183.235,-91.996,-156.352,10.739,-81.46,-202.924,92.243,-148.489
-145.807,-11.979,-200.328,14.501,-145.028,82.727,44.268,-10.001,-85.465,49.714,191.397,-30.316,-172.405,18.664,-59.704,-200.3,96.123,-80.83
-118.71,-20.995,-199.252,70.146,-143.165,83.803,33.631,9.552,-77.737,55.847,206.232,-7.113,-171.14,29.042,-56.288,-215.17,92.772,-143.519
-139.682,12.182,-199.823,92.716,-156.205,52.622,42.666,42.469,-84.744,49.441,210.913,-90.724,-154.187,34.134,-20.449,-223.542,83.678,-132.85
-123.475,30.052,-199.678,7.635,-151.951,62.323,38.471,-4.28,-87.383,-44.453,178.502,-64.714,-161.088,10.754,-67.952,-154.401,92.16,-94.456
-122.316,-46.76,-200.163,40.891,-154.72,80.159,38.619,32.784,-86.092,19.447,191.277,-125.017,-152.973,24.38,-10.655,-173.854,95.145,-138.201
-157.953,-28.315,-200.031,67.194,-125.045,79.714,47.114,28.339,-78.312,-15.37,201.76,-63.875,-170.229,28.555,-57.617,-190.516,95.217,-121.121
-143.749,12.675,-200.704,29.862,-132.317,88.376,33.663,4.628,-87.574,-41.688,190.465,-127.574,-176.259,22.161,-32.706,-177.35,91.622,-76.976
-121.695,-32.53,-199.233,74.942,-148.305,86.535,41.697,1.768,-86.089,-20.472,193.043,-102.824,-145.573,35.844,-66.276,-249.981,98.407,-114.14
-160.369,-47.656,-199.449,79.57,-143.0,57.216,42.546,-24.966,-85.376,-25.433,196.508,-62.027,-159.179,31.897,-28.147,-209.579,91.807,-130.311
-117.917,-2.48,-199.367,80.252,-147.704,87.542,43.604,16.175,-85.954,-3.657,205.037,-29.173,-151.008,21.919,15.356,-156.627,100.411,-136.926
-131.628,1.63,-199.604,32.708,-184.381,74.006,25.619,10.124,-78.977,34.673,206.899,-81.271,-171.721,28.766,-100.961,-181.88,83.602,-144.625
-134.697,-45.685,-200.887,88.032,-169.074,40.791,31.655,32.407,-80.901,51.944,193.035,-9.286,-138.288,21.765,3.897,-218.479,95.784,-108.843
-131.0,-1.181,-200.047,28.421,-161.465,51.455,42.949,18.034,-84.119,19.056,181.189,-51.19,-158.027,21.623,-20.091,-171.618,100.327,-84.12
-151.231,-14.829,-199.731,60.429,-173.988,65.149,36.592,30.081,-89.381,-23.097,207.605,-104.327,-156.269,32.021,-37.838,-224.904,90.857,-129.8
-124.318,-45.742,-199.334,46.302,-177.229,55.047,28.364,26.74,-83.141,56.823,203.456,-104.237,-162.953,20.54,-5.569,-189.908,86.852,-100.31
-124.46,-43.655,-199.985,35.002,-155.746,93.047,48.473,25.26,-76.207,5.091,206.238,-33.415,-161.133,38.095,-28.3,-140.631,94.574,-144.944
-123.173,-23.6,-200.273,28.588,-149.307,77.289,53.092,37.866,-81.356,14.675,197.512,-37.795,-172.661,29.21,6.744,-157.2,92.115,-108.801
-127.436,4.954,-198.994,75.919,-183.764,87.26,52.294,20.55,-75.259,-6.266,188.792,-127.471,-175.284,32.563,-35.754,-205.718,92.522,-149.788
-114.689,-30.685,-200.405,20.633,-161.579,103.656,42.169,16.388,-81.383,24.961,193.129,-132.126,-162.948,29.64,-21.177,-209.514,95.848,-113.294
-137.124,-23.514,-198.56,8.389,-141.115,109.392,34.572,11.319,-84.863,-4.253,195.584,-102.005,-182.494,26.094,-45.897,-188.348,86.337,-75.83
-148.955,-38.417,-198.714,35.766,-169.778,91.844,56.018,-15.128,-93.89,-44.248,194.244,-143.492,-166.788,28.623,-27.67,-222.44,96.032,-100.326
-132.221,33.898,-199.607,59.707,-124.33,63.548,33.661,7.254,-80.988,-72.231,200.173,-96.435,-148.928,35.008,-61.915,-231.812,91.22,-91.199
-151.669,-10.308,-199.008,81.057,-157.721,103.081,45.57,-6.984,-85.137,-57.864,187.866,-64.594,-163.313,36.149,-49.706,-180.47,87.147,-119.771
-150.616,-35.204,-200.296,96.875,-193.25,86.424,48.714,36.078,-88.111,7.743,199.65,-98.608,-167.916,30.672,-20.941,-206.414,87.308,-132.847
-131.231,-15.887,-198.864,10.577,-110.442,85.094,30.393,31.237,-83.892,-4.734,204.588,-144.041,-169.397,29.615,-67.425,-180.035,81.938,-133.96
